match_no,team_1,team_2,batsmen,wicket_status,R,B,M,fours,sixes,SR,special_role,dismissal_mode,bowler_name,fielder,is_fielder_involved,match_date
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,RV Uthappa,c †Goswami b Brathwaite,45.0,34.0,0.0,3.0,2.0,132.35,normal player,caught,Brathwaite,†Goswami,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,KD Karthik,not out,26.0,22.0,0.0,1.0,1.0,118.18,captain & wicket keeper,not out,no bowler,no fielder,0,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,AD Russell,c Pandey b Kaul,4.0,4.0,0.0,1.0,0.0,100.0,normal player,caught,Kaul,Pandey,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,N Rana,c Kumar b Brathwaite,7.0,5.0,0.0,1.0,0.0,140.0,normal player,caught,Brathwaite,Kumar,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,Shubman Gill,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-19
55th match (D/N),Delhi Daredevils,Mumbai Indians,PP Shaw,run out (HH Pandya),12.0,8.0,0.0,2.0,0.0,150.0,normal player,run out,no bowler,no fielder,0,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,GJ Maxwell,b Bumrah,22.0,18.0,0.0,4.0,0.0,122.22,normal player,bowled,Bumrah,no fielder,0,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,SS Iyer,c KH Pandya b Markande,6.0,10.0,0.0,0.0,0.0,60.0,captain,caught,Markande,KH Pandya,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,RR Pant,c Pollard b KH Pandya,64.0,44.0,0.0,4.0,4.0,145.45,wicket keeper,caught,KH Pandya,Pollard,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,V Shankar,not out,43.0,30.0,0.0,3.0,2.0,143.33,normal player,not out,no bowler,no fielder,0,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,Abhishek Sharma,not out,15.0,10.0,0.0,0.0,1.0,150.0,normal player,not out,no bowler,no fielder,0,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,SA Yadav,c Shankar b Lamichhane,12.0,4.0,0.0,1.0,1.0,300.0,normal player,caught,Lamichhane,Shankar,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,E Lewis,st †Pant b Mishra,48.0,31.0,0.0,3.0,4.0,154.83,normal player,stumped,Mishra,†Pant,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,Ishan Kishan,c Shankar b Mishra,5.0,13.0,0.0,0.0,0.0,38.46,wicket keeper,caught,Mishra,Shankar,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,KA Pollard,c Boult b Lamichhane,7.0,7.0,0.0,0.0,0.0,100.0,normal player,caught,Lamichhane,Boult,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,RG Sharma,c Boult b Patel,13.0,11.0,0.0,1.0,0.0,118.18,captain,caught,Patel,Boult,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,KH Pandya,c sub (R Tewatia) b Lamichhane,4.0,3.0,0.0,1.0,0.0,133.33,normal player,caught,Lamichhane,sub (R Tewatia),1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,HH Pandya,c sub (R Tewatia) b Mishra,27.0,17.0,0.0,2.0,1.0,158.82,normal player,caught,Mishra,sub (R Tewatia),1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,BCJ Cutting,c Maxwell b Patel,37.0,20.0,0.0,2.0,3.0,185.0,normal player,caught,Patel,Maxwell,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,M Markande,b Boult,3.0,10.0,0.0,0.0,0.0,30.0,normal player,bowled,Boult,no fielder,0,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,JJ Bumrah,c Boult b Patel,0.0,1.0,0.0,0.0,0.0,0.0,normal player,caught,Patel,Boult,1,2018-05-20
55th match (D/N),Delhi Daredevils,Mumbai Indians,Mustafizur Rahman,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,KL Rahul,b Ngidi,7.0,11.0,0.0,1.0,0.0,63.63,wicket keeper,bowled,Ngidi,no fielder,0,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,CH Gayle,c †Dhoni b Ngidi,0.0,2.0,0.0,0.0,0.0,0.0,normal player,caught,Ngidi,†Dhoni,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,AJ Finch,c Raina b Chahar,4.0,6.0,0.0,1.0,0.0,66.66,normal player,caught,Chahar,Raina,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,MK Tiwary,c †Dhoni b Jadeja,35.0,30.0,0.0,3.0,1.0,116.66,normal player,caught,Jadeja,†Dhoni,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,DA Miller,b Bravo,24.0,22.0,0.0,1.0,1.0,109.09,normal player,bowled,Bravo,no fielder,0,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,KK Nair,c Chahar b Bravo,54.0,26.0,0.0,3.0,5.0,207.69,normal player,caught,Bravo,Chahar,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,AR Patel,c Billings b Thakur,14.0,12.0,0.0,0.0,1.0,116.66,normal player,caught,Thakur,Billings,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,R Ashwin,c †Dhoni b Ngidi,0.0,1.0,0.0,0.0,0.0,0.0,captain,caught,Ngidi,†Dhoni,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,AJ Tye,c Raina b Ngidi,0.0,2.0,0.0,0.0,0.0,0.0,normal player,caught,Ngidi,Raina,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,MM Sharma,not out,2.0,3.0,0.0,0.0,0.0,66.66,normal player,not out,no bowler,no fielder,0,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,AS Rajpoot,c du Plessis b Thakur,2.0,4.0,0.0,0.0,0.0,50.0,normal player,caught,Thakur,du Plessis,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,AT Rayudu,c †Rahul b Sharma,1.0,3.0,0.0,0.0,0.0,33.33,normal player,caught,Sharma,†Rahul,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,F du Plessis,c Gayle b Rajpoot,14.0,15.0,0.0,3.0,0.0,93.33,normal player,caught,Rajpoot,Gayle,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,SK Raina,not out,61.0,48.0,0.0,4.0,2.0,127.08,normal player,not out,no bowler,no fielder,0,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,SW Billings,b Rajpoot,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Rajpoot,no fielder,0,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,Harbhajan Singh,lbw b Ashwin,19.0,22.0,0.0,2.0,1.0,86.36,normal player,lbw,Ashwin,no fielder,0,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,DL Chahar,c Sharma b Ashwin,39.0,20.0,0.0,1.0,3.0,195.0,normal player,caught,Ashwin,Sharma,1,2018-05-20
56th match (N),Kings XI Punjab,Chennai Super Kings,MS Dhoni,not out,16.0,7.0,0.0,1.0,1.0,228.57,captain & wicket keeper,not out,no bowler,no fielder,0,2018-05-20
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,b Chahar,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Chahar,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,SP Goswami,c & b Ngidi,12.0,9.0,0.0,2.0,0.0,133.33,wicket keeper,caught,Ngidi,Ngidi,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,KS Williamson,c †Dhoni b Thakur,24.0,15.0,0.0,4.0,0.0,160.0,captain,caught,Thakur,†Dhoni,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,MK Pandey,c & b Jadeja,8.0,16.0,0.0,0.0,0.0,50.0,normal player,caught,Jadeja,Jadeja,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,Shakib Al Hasan,c †Dhoni b Bravo,12.0,10.0,0.0,2.0,0.0,120.0,normal player,caught,Bravo,†Dhoni,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,YK Pathan,c & b Bravo,24.0,29.0,0.0,3.0,0.0,82.75,normal player,caught,Bravo,Bravo,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,CR Brathwaite,not out,43.0,29.0,0.0,1.0,4.0,148.27,normal player,not out,no bowler,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,B Kumar,run out (†Dhoni),7.0,11.0,0.0,0.0,0.0,63.63,normal player,run out,no bowler,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,SR Watson,c †Goswami b Kumar,0.0,5.0,0.0,0.0,0.0,0.0,normal player,caught,Kumar,†Goswami,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,F du Plessis,not out,67.0,42.0,0.0,5.0,4.0,159.52,normal player,not out,no bowler,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,SK Raina,b Kaul,22.0,13.0,0.0,4.0,0.0,169.23,normal player,bowled,Kaul,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,AT Rayudu,b Kaul,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Kaul,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,MS Dhoni,b Rashid Khan,9.0,18.0,0.0,1.0,0.0,50.0,captain & wicket keeper,bowled,Rashid Khan,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,DJ Bravo,c Dhawan b Rashid Khan,7.0,11.0,0.0,0.0,0.0,63.63,normal player,caught,Rashid Khan,Dhawan,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,RA Jadeja,c & b Sandeep Sharma,3.0,5.0,0.0,0.0,0.0,60.0,normal player,caught,Sandeep Sharma,Sandeep Sharma,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,DL Chahar,c Brathwaite b Sandeep Sharma,10.0,6.0,0.0,0.0,1.0,166.66,normal player,caught,Sandeep Sharma,Brathwaite,1,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,Harbhajan Singh,run out (Rashid Khan/Brathwaite),2.0,9.0,0.0,0.0,0.0,22.22,normal player,run out,no bowler,no fielder,0,2018-05-22
Qualifier 1 (N),Sunrisers Hyderabad,Chennai Super Kings,SN Thakur,not out,15.0,5.0,0.0,3.0,0.0,300.0,normal player,not out,no bowler,no fielder,0,2018-05-22
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,SP Narine,st †Klaasen b Gowtham,4.0,2.0,0.0,1.0,0.0,200.0,normal player,stumped,Gowtham,†Klaasen,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,CA Lynn,c & b Gopal,18.0,22.0,0.0,2.0,0.0,81.81,normal player,caught,Gopal,Gopal,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,RV Uthappa,c & b Gowtham,3.0,7.0,0.0,0.0,0.0,42.85,normal player,caught,Gowtham,Gowtham,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,N Rana,c Unadkat b Archer,3.0,5.0,0.0,0.0,0.0,60.0,normal player,caught,Archer,Unadkat,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,KD Karthik,c Rahane b Laughlin,52.0,38.0,0.0,4.0,2.0,136.84,captain & wicket keeper,caught,Laughlin,Rahane,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,Shubman Gill,c †Klaasen b Archer,28.0,17.0,0.0,3.0,1.0,164.7,normal player,caught,Archer,†Klaasen,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,AD Russell,not out,49.0,25.0,0.0,3.0,5.0,196.0,normal player,not out,no bowler,no fielder,0,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,JPR Scantlebury-Searles,c Archer b Laughlin,2.0,5.0,0.0,0.0,0.0,40.0,normal player,caught,Laughlin,Archer,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,PP Chawla,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,AM Rahane,c & b Kuldeep Yadav,46.0,41.0,0.0,4.0,1.0,112.19,captain,caught,Kuldeep Yadav,Kuldeep Yadav,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,RA Tripathi,c & b Chawla,20.0,13.0,0.0,1.0,2.0,153.84,normal player,caught,Chawla,Chawla,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,SV Samson,c Scantlebury-Searles b Chawla,50.0,38.0,0.0,4.0,2.0,131.57,normal player,caught,Chawla,Scantlebury-Searles,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,H Klaasen,not out,18.0,18.0,0.0,1.0,0.0,100.0,wicket keeper,not out,no bowler,no fielder,0,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,STR Binny,c Lynn b Prasidh Krishna,0.0,3.0,0.0,0.0,0.0,0.0,normal player,caught,Prasidh Krishna,Lynn,1,2018-05-23
Eliminator (N),Kolkata Knight Riders,Rajasthan Royals,K Gowtham,not out,9.0,7.0,0.0,1.0,0.0,128.57,normal player,not out,no bowler,no fielder,0,2018-05-23
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,WP Saha,st †Karthik b Chawla,35.0,27.0,0.0,5.0,0.0,129.62,wicket keeper,stumped,Chawla,†Karthik,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,S Dhawan,lbw b Kuldeep Yadav,34.0,24.0,0.0,4.0,1.0,141.66,normal player,lbw,Kuldeep Yadav,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,KS Williamson,c †Karthik b Kuldeep Yadav,3.0,3.0,0.0,0.0,0.0,100.0,captain,caught,Kuldeep Yadav,†Karthik,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,Shakib Al Hasan,run out (Kuldeep Yadav),28.0,24.0,0.0,4.0,0.0,116.66,normal player,run out,no bowler,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,DJ Hooda,c Chawla b Narine,19.0,19.0,0.0,0.0,1.0,100.0,normal player,caught,Narine,Chawla,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,YK Pathan,c Chawla b Shivam Mavi,3.0,7.0,0.0,0.0,0.0,42.85,normal player,caught,Shivam Mavi,Chawla,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,CR Brathwaite,run out (Rana/†Karthik),8.0,4.0,0.0,0.0,1.0,200.0,normal player,run out,no bowler,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,Rashid Khan,not out,34.0,10.0,0.0,2.0,4.0,340.0,normal player,not out,no bowler,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,B Kumar,not out,5.0,2.0,0.0,1.0,0.0,250.0,normal player,not out,no bowler,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,CA Lynn,lbw b Rashid Khan,48.0,31.0,0.0,6.0,2.0,154.83,normal player,lbw,Rashid Khan,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,SP Narine,c Brathwaite b Kaul,26.0,13.0,0.0,4.0,1.0,200.0,normal player,caught,Kaul,Brathwaite,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,N Rana,run out (Rashid Khan/†Saha),22.0,16.0,0.0,1.0,2.0,137.5,normal player,run out,no bowler,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,RV Uthappa,b Rashid Khan,2.0,8.0,0.0,0.0,0.0,25.0,normal player,bowled,Rashid Khan,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,KD Karthik,b Shakib Al Hasan,8.0,6.0,0.0,1.0,0.0,133.33,captain & wicket keeper,bowled,Al Hasan,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,Shubman Gill,c Rashid Khan b Brathwaite,30.0,20.0,0.0,2.0,1.0,150.0,normal player,caught,Brathwaite,Rashid Khan,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,AD Russell,c Dhawan b Rashid Khan,3.0,7.0,0.0,0.0,0.0,42.85,normal player,caught,Rashid Khan,Dhawan,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,PP Chawla,b Kaul,12.0,12.0,0.0,0.0,1.0,100.0,normal player,bowled,Kaul,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,Shivam Mavi,c Rashid Khan b Brathwaite,6.0,4.0,0.0,1.0,0.0,150.0,normal player,caught,Brathwaite,Rashid Khan,1,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,Kuldeep Yadav,not out,0.0,3.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-25
Qualifier 2 (N),Sunrisers Hyderabad,Kolkata Knight Riders,M Prasidh Krishna,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-25
Final (N),Sunrisers Hyderabad,Chennai Super Kings,SP Goswami,run out (Sharma/†Dhoni),5.0,5.0,0.0,0.0,0.0,100.0,wicket keeper,run out,no bowler,no fielder,0,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,b Jadeja,26.0,25.0,0.0,2.0,1.0,104.0,normal player,bowled,Jadeja,no fielder,0,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,KS Williamson,st †Dhoni b Sharma,47.0,36.0,0.0,5.0,2.0,130.55,captain,stumped,Sharma,†Dhoni,1,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,Shakib Al Hasan,c Raina b Bravo,23.0,15.0,0.0,2.0,1.0,153.33,normal player,caught,Bravo,Raina,1,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,YK Pathan,not out,45.0,25.0,0.0,4.0,2.0,180.0,normal player,not out,no bowler,no fielder,0,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,DJ Hooda,c sub (DR Shorey) b Ngidi,3.0,4.0,0.0,0.0,0.0,75.0,normal player,caught,Ngidi,sub (DR Shorey),1,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,CR Brathwaite,c Rayudu b Thakur,21.0,11.0,0.0,0.0,3.0,190.9,normal player,caught,Thakur,Rayudu,1,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,SR Watson,not out,117.0,57.0,0.0,11.0,8.0,205.26,normal player,not out,no bowler,no fielder,0,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,F du Plessis,c & b Sandeep Sharma,10.0,11.0,0.0,1.0,0.0,90.9,normal player,caught,Sandeep Sharma,Sandeep Sharma,1,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,SK Raina,c †Goswami b Brathwaite,32.0,24.0,0.0,3.0,1.0,133.33,normal player,caught,Brathwaite,†Goswami,1,2018-05-27
Final (N),Sunrisers Hyderabad,Chennai Super Kings,AT Rayudu,not out,16.0,19.0,0.0,1.0,1.0,84.21,normal player,not out,no bowler,no fielder,0,2018-05-27
1,Royal Challengers Bangalore,Chennai Super Kings,V Kohli,c Jadeja b Harbhajan Singh,6.0,12.0,0.0,0.0,0.0,50.0,captain,caught,Harbhajan Singh,Jadeja,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,PA Patel,c Jadhav b Bravo,29.0,35.0,0.0,2.0,0.0,82.85,wicket keeper,caught,Bravo,Jadhav,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,MM Ali,c & b Harbhajan Singh,9.0,8.0,0.0,0.0,1.0,112.5,normal player,caught,Harbhajan Singh,Harbhajan Singh,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,AB de Villiers,c Jadeja b Harbhajan Singh,9.0,10.0,0.0,0.0,0.0,90.0,normal player,caught,Harbhajan Singh,Jadeja,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,SO Hetmyer,run out (Raina/†Dhoni),0.0,2.0,0.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,S Dube,c Watson b Imran Tahir,2.0,5.0,0.0,0.0,0.0,40.0,normal player,caught,Imran Tahir,Watson,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,C de Grandhomme,c †Dhoni b Jadeja,4.0,6.0,0.0,1.0,0.0,66.66,normal player,caught,Jadeja,†Dhoni,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,NA Saini,c Watson b Imran Tahir,2.0,3.0,0.0,0.0,0.0,66.66,normal player,caught,Imran Tahir,Watson,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,YS Chahal,c Harbhajan Singh b Imran Tahir,4.0,12.0,0.0,0.0,0.0,33.33,normal player,caught,Imran Tahir,Harbhajan Singh,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,UT Yadav,b Jadeja,1.0,10.0,0.0,0.0,0.0,10.0,normal player,bowled,Jadeja,no fielder,0,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,Mohammed Siraj,not out,0.0,1.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,SR Watson,b Chahal,0.0,10.0,0.0,0.0,0.0,0.0,normal player,bowled,Chahal,no fielder,0,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,AT Rayudu,b Mohammed Siraj,28.0,42.0,0.0,2.0,1.0,66.66,normal player,bowled,Mohammed Siraj,no fielder,0,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,SK Raina,c Dube b Ali,19.0,21.0,0.0,3.0,0.0,90.47,normal player,caught,Ali,Dube,1,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,KM Jadhav,not out,13.0,19.0,0.0,1.0,0.0,68.42,normal player,not out,no bowler,no fielder,0,2019-03-23
1,Royal Challengers Bangalore,Chennai Super Kings,RA Jadeja,not out,6.0,15.0,0.0,0.0,0.0,40.0,normal player,not out,no bowler,no fielder,0,2019-03-23
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,DA Warner,c Uthappa b Russell,85.0,53.0,0.0,9.0,3.0,160.37,normal player,caught,Russell,Uthappa,1,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,JM Bairstow,b Chawla,39.0,35.0,0.0,3.0,1.0,111.42,wicket keeper,bowled,Chawla,no fielder,0,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,V Shankar,not out,40.0,24.0,0.0,2.0,2.0,166.66,normal player,not out,no bowler,no fielder,0,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,YK Pathan,b Russell,1.0,4.0,0.0,0.0,0.0,25.0,normal player,bowled,Russell,no fielder,0,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,MK Pandey,not out,8.0,5.0,0.0,1.0,0.0,160.0,normal player,not out,no bowler,no fielder,0,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,CA Lynn,c Rashid Khan b Shakib Al Hasan,7.0,11.0,0.0,0.0,1.0,63.63,normal player,caught,Shakib Al Hasan,Rashid Khan,1,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,N Rana,lbw b Rashid Khan,68.0,47.0,0.0,8.0,3.0,144.68,normal player,lbw,Rashid Khan,no fielder,0,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,RV Uthappa,b Kaul,35.0,27.0,0.0,3.0,1.0,129.62,normal player,bowled,Kaul,no fielder,0,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,KD Karthik,c Kumar b Sandeep Sharma,2.0,4.0,0.0,0.0,0.0,50.0,captain & wicket keeper,caught,Sandeep Sharma,Kumar,1,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,AD Russell,not out,49.0,19.0,0.0,4.0,4.0,257.89,normal player,not out,no bowler,no fielder,0,2019-03-24
2nd Match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,Shubman Gill,not out,18.0,10.0,0.0,0.0,2.0,180.0,normal player,not out,no bowler,no fielder,0,2019-03-24
3rd Match (N),Delhi Capitals,Mumbai Indians,PP Shaw,c †de Kock b McClenaghan,7.0,6.0,0.0,1.0,0.0,116.66,normal player,caught,McClenaghan,†de Kock,1,2019-03-24
3rd Match (N),Delhi Capitals,Mumbai Indians,S Dhawan,c Yadav b HH Pandya,43.0,36.0,0.0,4.0,1.0,119.44,normal player,caught,HH Pandya,Yadav,1,2019-03-24
3rd Match (N),Delhi Capitals,Mumbai Indians,SS Iyer,c Pollard b McClenaghan,16.0,10.0,0.0,2.0,1.0,160.0,captain,caught,McClenaghan,Pollard,1,2019-03-24
3rd Match (N),Delhi Capitals,Mumbai Indians,CA Ingram,c HH Pandya b Cutting,47.0,32.0,0.0,7.0,1.0,146.87,normal player,caught,Cutting,HH Pandya,1,2019-03-24
3rd Match (N),Delhi Capitals,Mumbai Indians,RR Pant,not out,78.0,27.0,0.0,7.0,7.0,288.88,wicket keeper,not out,no bowler,no fielder,0,2019-03-24
3rd Match (N),Delhi Capitals,Mumbai Indians,KMA Paul,c †de Kock b McClenaghan,3.0,5.0,0.0,0.0,0.0,60.0,normal player,caught,McClenaghan,†de Kock,1,2019-03-24
